"emp_no","first_name","last_name","title","from_date","to_date"
33751,"Fabrizio","Honiden","Senior Staff","1996-03-13","9999-01-01"
33751,"Fabrizio","Honiden","Staff","1991-03-14","1996-03-13"
33756,"Tomofumi","Redmiles","Senior Staff","1998-05-04","9999-01-01"
33756,"Tomofumi","Redmiles","Staff","1990-05-04","1998-05-04"
33757,"Guoxiang","Borstler","Senior Staff","1988-12-23","1992-01-11"
33759,"Lena","Beutelspacher","Senior Engineer","1999-08-06","9999-01-01"
33760,"Franziska","Salvesen","Senior Staff","1995-01-16","2002-07-03"
33761,"Zito","Plumb","Engineer","1994-05-11","2001-05-11"
33761,"Zito","Plumb","Senior Engineer","2001-05-11","9999-01-01"
33762,"Mohd","Rosen","Staff","2000-01-21","9999-01-01"
33767,"Dekang","Kenevan","Engineer","1998-06-10","9999-01-01"
33768,"Karoline","Fontan","Senior Staff","1996-08-23","9999-01-01"
33768,"Karoline","Fontan","Staff","1987-08-24","1996-08-23"
33769,"Erzsebet","Haddadi","Staff","1996-08-30","9999-01-01"
33771,"Marek","Kitsuregawa","Staff","1995-02-15","9999-01-01"
33778,"Tua","Erva","Engineer","1987-09-20","1994-09-20"
33778,"Tua","Erva","Senior Engineer","1994-09-20","1995-07-28"
33783,"Jongsuk","Osgood","Staff","1996-03-30","9999-01-01"
33784,"Alenka","Mandelberg","Senior Staff","1991-12-26","9999-01-01"
33784,"Alenka","Mandelberg","Staff","1986-12-26","1991-12-26"
33787,"Malu","Kriebel","Assistant Engineer","1987-09-17","1993-09-16"
33787,"Malu","Kriebel","Engineer","1993-09-16","1999-09-16"
33787,"Malu","Kriebel","Senior Engineer","1999-09-16","9999-01-01"
33792,"Ashish","Nitsche","Technique Leader","1991-06-01","9999-01-01"
33793,"Oldrich","Delgrossi","Senior Staff","1995-07-02","2001-03-23"
33793,"Oldrich","Delgrossi","Staff","1986-07-02","1995-07-02"
33794,"Kwangjo","Tomescu","Senior Engineer","1999-06-09","9999-01-01"
33799,"Kellie","Doering","Senior Staff","1993-10-07","9999-01-01"
33799,"Kellie","Doering","Staff","1985-10-07","1993-10-07"
33800,"Peternela","Bottner","Senior Staff","1994-03-13","9999-01-01"
33800,"Peternela","Bottner","Staff","1987-03-13","1994-03-13"
33801,"Georgi","Sluis","Senior Staff","2000-08-28","9999-01-01"
33801,"Georgi","Sluis","Staff","1992-08-28","2000-08-28"
33803,"Isaac","Bale","Engineer","1992-06-28","1993-10-14"
33805,"Selwyn","Iivonen","Staff","1997-08-11","9999-01-01"
33812,"Patricio","Basawa","Senior Staff","1991-07-12","9999-01-01"
33812,"Patricio","Basawa","Staff","1986-07-12","1991-07-12"
33818,"Charlene","Mukaidono","Assistant Engineer","1989-05-27","1995-05-27"
33818,"Charlene","Mukaidono","Engineer","1995-05-27","2001-05-26"
33818,"Charlene","Mukaidono","Senior Engineer","2001-05-26","9999-01-01"
33823,"Greger","Hebert","Senior Staff","1990-10-06","9999-01-01"
33827,"Takanari","Kisuki","Engineer","1988-01-17","1995-10-28"
33838,"Adit","Ranai","Staff","1998-05-25","9999-01-01"
33839,"Weiwu","Broder","Senior Staff","1994-03-25","9999-01-01"
33839,"Weiwu","Broder","Staff","1989-03-25","1994-03-25"
33840,"Lubomir","Cairo","Engineer","1985-04-06","1991-04-06"
33840,"Lubomir","Cairo","Senior Engineer","1991-04-06","1993-02-22"
33841,"Rutger","Setlzner","Senior Staff","1995-07-01","9999-01-01"
33841,"Rutger","Setlzner","Staff","1990-07-01","1995-07-01"
33842,"Shuji","Hiroyama","Senior Staff","1991-11-04","9999-01-01"
33846,"Barry","Ponthieu","Senior Engineer","1990-06-02","9999-01-01"
33847,"Vojin","Boguraev","Engineer","1999-06-10","1999-12-14"
33852,"Marek","Prochazka","Senior Staff","1996-06-12","9999-01-01"
33852,"Marek","Prochazka","Staff","1990-06-13","1996-06-12"
33856,"Valdiodio","Alpay","Engineer","1998-03-04","9999-01-01"
33857,"Hidefumi","Gulla","Technique Leader","1991-02-18","9999-01-01"
33861,"Diederik","Neimat","Staff","1996-03-19","2000-10-05"
33862,"Muneo","Zallocco","Senior Staff","1995-12-02","2001-01-27"
33862,"Muneo","Zallocco","Staff","1989-12-02","1995-12-02"
33867,"Flemming","Kalsbeek","Senior Engineer","1990-03-28","1991-11-24"
33868,"Oksana","Strehl","Technique Leader","1991-08-02","2000-04-03"
33871,"Vivian","Erdmenger","Senior Staff","1992-02-19","9999-01-01"
33871,"Vivian","Erdmenger","Staff","1987-02-19","1992-02-19"
33877,"Jaewoo","Koshino","Technique Leader","1990-02-01","9999-01-01"
33894,"Harngdar","Bratten","Senior Staff","1995-07-19","9999-01-01"
33894,"Harngdar","Bratten","Staff","1988-07-18","1995-07-19"
33896,"Jianhao","Falco","Senior Staff","2000-11-30","9999-01-01"
33896,"Jianhao","Falco","Staff","1993-11-30","2000-11-30"
33897,"Mayuri","Bondorf","Senior Staff","1991-03-27","9999-01-01"
33898,"Ziva","Lorch","Senior Staff","2001-08-12","9999-01-01"
33898,"Ziva","Lorch","Staff","1995-08-13","2001-08-12"
33900,"Youssef","Hettesheimer","Engineer","1998-05-12","1998-12-12"
33902,"Srinidhi","Rande","Staff","1998-05-10","1998-06-06"
33907,"Jaihie","Kisuki","Staff","1996-07-31","9999-01-01"
33913,"Niteen","Binkley","Senior Staff","1994-11-07","9999-01-01"
33913,"Niteen","Binkley","Staff","1987-11-07","1994-11-07"
33914,"Munir","Thorensen","Engineer","1995-08-18","9999-01-01"
33923,"Chinhyun","Argence","Senior Staff","1996-12-16","9999-01-01"
33923,"Chinhyun","Argence","Staff","1987-12-17","1996-12-16"
33927,"Bezalel","Haumacher","Engineer","1986-11-14","1993-11-14"
33927,"Bezalel","Haumacher","Senior Engineer","1993-11-14","9999-01-01"
33930,"JoAnna","Kampfer","Senior Staff","1995-02-01","9999-01-01"
33932,"Hongzhu","Lanphier","Engineer","1994-04-22","2001-04-22"
33932,"Hongzhu","Lanphier","Senior Engineer","2001-04-22","9999-01-01"
33933,"Weidon","Wixon","Engineer","1989-10-20","1996-03-11"
33934,"Vatsa","Ratzlaff","Assistant Engineer","1997-08-01","9999-01-01"
33936,"Khun","Bernini","Senior Engineer","1999-10-26","9999-01-01"
33940,"Mostafa","Munos","Engineer","1999-06-21","9999-01-01"
33941,"Mizuhito","Schaad","Senior Staff","1989-09-28","9999-01-01"
33947,"Stein","Picaronny","Staff","1997-02-18","9999-01-01"
33956,"Fumitaka","Chorvat","Assistant Engineer","1989-05-22","1990-02-27"
33957,"Sanjay","Azuma","Engineer","1996-10-07","2002-07-23"
33959,"Karlis","Chandrasekhar","Senior Staff","1992-07-13","9999-01-01"
33962,"Yaghout","Puoti","Technique Leader","1995-04-24","9999-01-01"
33963,"Kersti","Bratten","Senior Engineer","1996-05-17","9999-01-01"
33966,"Kendra","Merey","Engineer","1986-04-22","1994-07-08"
33969,"Arie","Sadowsky","Senior Staff","1998-01-05","1998-03-19"
33969,"Arie","Sadowsky","Staff","1989-01-05","1998-01-05"
33973,"Yagil","Trumbly","Engineer","1997-12-28","1999-07-31"
33978,"Maren","Alpay","Senior Staff","2001-08-08","9999-01-01"
33978,"Maren","Alpay","Staff","1993-08-08","2001-08-08"
33981,"Kazuhiko","Ladret","Engineer","1989-12-29","1994-12-29"
33981,"Kazuhiko","Ladret","Senior Engineer","1994-12-29","9999-01-01"
33983,"Tesuya","Denis","Engineer","1990-03-11","1995-03-11"
33983,"Tesuya","Denis","Senior Engineer","1995-03-11","9999-01-01"
33988,"Arco","Hoppenstand","Staff","1993-03-25","1999-03-26"
33990,"Val","Showalter","Staff","1991-07-17","1995-10-31"
33991,"Zeydy","Makrucki","Senior Staff","2000-02-23","9999-01-01"
33991,"Zeydy","Makrucki","Staff","1995-02-23","2000-02-23"
33992,"Hongzue","Andreotta","Engineer","1996-02-03","9999-01-01"
33993,"Xiaocheng","Matzen","Technique Leader","1991-09-06","9999-01-01"
33996,"Subbu","Olivero","Senior Staff","1995-11-23","9999-01-01"
33996,"Subbu","Olivero","Staff","1986-11-23","1995-11-23"
33997,"Suvo","Kopetz","Engineer","1991-01-15","1998-01-15"
33997,"Suvo","Kopetz","Senior Engineer","1998-01-15","9999-01-01"
33998,"Apostol","Polupanov","Engineer","1985-02-06","1990-02-06"
33998,"Apostol","Polupanov","Senior Engineer","1990-02-06","9999-01-01"
33999,"Mohit","Jahnichen","Senior Staff","1998-01-22","2000-05-22"
33999,"Mohit","Jahnichen","Staff","1991-01-22","1998-01-22"
34006,"Perry","Cairo","Senior Engineer","1987-12-11","9999-01-01"
34013,"Gad","Dolinsky","Engineer","1995-02-10","9999-01-01"
34020,"Susanna","Encarnacion","Senior Engineer","1999-02-12","9999-01-01"
34025,"Shridhar","Bridgland","Senior Staff","1997-08-07","9999-01-01"
34025,"Shridhar","Bridgland","Staff","1988-08-07","1997-08-07"
34026,"Uinam","Bugrara","Engineer","1989-01-21","1990-09-26"
34028,"Heejo","Kieras","Senior Engineer","1985-03-03","9999-01-01"
34030,"Nobuyoshi","Rodiger","Staff","1998-09-25","9999-01-01"
34032,"Weiwu","Gopalakrishnan","Assistant Engineer","1992-07-30","1998-07-30"
34032,"Weiwu","Gopalakrishnan","Engineer","1998-07-30","9999-01-01"
34037,"Mitsuyuki","Herbst","Senior Staff","1999-09-12","2000-01-12"
34037,"Mitsuyuki","Herbst","Staff","1992-09-11","1999-09-12"
34048,"Takanari","Calkin","Staff","1997-10-21","9999-01-01"
34049,"Tadanori","Brookner","Senior Staff","1994-09-21","9999-01-01"
34049,"Tadanori","Brookner","Staff","1988-09-21","1994-09-21"
34050,"Youjian","Angot","Senior Staff","1996-10-18","9999-01-01"
34050,"Youjian","Angot","Staff","1989-10-18","1996-10-18"
34051,"Jordanka","Motley","Senior Engineer","1985-05-01","9999-01-01"
34052,"Bojan","Decaestecker","Senior Staff","2001-07-06","9999-01-01"
34052,"Bojan","Decaestecker","Staff","1996-07-06","2001-07-06"
34057,"Anyuan","Swift","Engineer","1994-11-22","9999-01-01"
34060,"Gor","Schrooten","Senior Staff","1996-07-30","9999-01-01"
34064,"Nobuyoshi","Boudaillier","Engineer","1994-10-05","1999-10-05"
34064,"Nobuyoshi","Boudaillier","Senior Engineer","1999-10-05","9999-01-01"
34069,"Mayuko","Schiper","Senior Staff","2000-03-01","9999-01-01"
34069,"Mayuko","Schiper","Staff","1991-03-02","2000-03-01"
34070,"Sivanarayana","Champarnaud","Engineer","1994-12-20","1999-12-20"
34070,"Sivanarayana","Champarnaud","Senior Engineer","1999-12-20","9999-01-01"
34075,"Chaosheng","Peternell","Senior Staff","1999-12-20","9999-01-01"
34075,"Chaosheng","Peternell","Staff","1994-12-20","1999-12-20"
34082,"Yechiam","Jakobus","Engineer","1998-06-20","9999-01-01"
34088,"Yuping","Schicker","Staff","1999-12-16","9999-01-01"
34092,"Chriss","Manderick","Senior Engineer","1992-08-17","9999-01-01"
34102,"Arne","Cyne","Technique Leader","1999-08-15","9999-01-01"
34105,"Barry","Theuretzbacher","Senior Staff","1994-03-17","9999-01-01"
34107,"Zejun","Ramaiah","Engineer","1985-05-22","1993-05-22"
34107,"Zejun","Ramaiah","Senior Engineer","1993-05-22","2000-08-20"
34108,"Otilia","Menhardt","Senior Staff","1998-11-02","9999-01-01"
34108,"Otilia","Menhardt","Staff","1991-11-02","1998-11-02"
34110,"Chaosheng","Matzke","Engineer","1999-10-13","2000-09-05"
34111,"Shietung","Demke","Staff","1998-11-23","9999-01-01"
34112,"Nirmal","Kinley","Engineer","1991-02-19","2000-02-19"
34112,"Nirmal","Kinley","Senior Engineer","2000-02-19","9999-01-01"
34115,"Saddek","Staelin","Engineer","1992-01-29","1997-01-28"
34115,"Saddek","Staelin","Senior Engineer","1997-01-28","9999-01-01"
34120,"Leandro","Businaro","Senior Engineer","1999-07-25","2000-10-27"
34121,"Cordelia","Falco","Staff","1990-09-08","1993-08-08"
34122,"DeForest","Rossi","Engineer","1988-04-28","1996-04-28"
34122,"DeForest","Rossi","Senior Engineer","1996-04-28","9999-01-01"
34124,"Kazunori","Kawashima","Senior Staff","2000-11-10","9999-01-01"
34124,"Kazunori","Kawashima","Staff","1994-11-11","2000-11-10"
34129,"Takanari","Kolinko","Engineer","1996-02-17","2001-02-16"
34129,"Takanari","Kolinko","Senior Engineer","2001-02-16","9999-01-01"
34130,"Mahendra","Perry","Engineer","1996-03-05","9999-01-01"
34131,"Yakkov","Shrader","Engineer","1998-09-12","9999-01-01"
34135,"Shaibal","Krohn","Engineer","1991-09-03","2000-09-02"
34135,"Shaibal","Krohn","Senior Engineer","2000-09-02","9999-01-01"
34136,"Steve","Constantine","Senior Staff","2000-02-10","9999-01-01"
34136,"Steve","Constantine","Staff","1994-02-10","2000-02-10"
34142,"Khatoun","Talmon","Engineer","1999-10-08","9999-01-01"
34143,"Gay","Beilner","Engineer","1985-09-02","1990-09-02"
34143,"Gay","Beilner","Senior Engineer","1990-09-02","9999-01-01"
34146,"Fun","Matteis","Staff","1989-12-28","1990-11-17"
34147,"Jiann","Falby","Staff","1992-03-19","1993-03-16"
34150,"Leen","Miculan","Senior Staff","1997-06-25","9999-01-01"
34150,"Leen","Miculan","Staff","1988-06-25","1997-06-25"
34151,"Guttorm","Reinhard","Staff","1999-11-12","9999-01-01"
34152,"Pascal","Bugrara","Engineer","1996-04-05","9999-01-01"
34158,"Mohammed","Syrotiuk","Senior Staff","1998-03-29","9999-01-01"
34158,"Mohammed","Syrotiuk","Staff","1991-03-29","1998-03-29"
34161,"Hirochika","Geffroy","Senior Staff","1991-03-31","9999-01-01"
34163,"Zorica","Isaak","Engineer","1999-05-27","2001-03-15"
34166,"Naftali","Rahimi","Senior Engineer","1985-02-27","9999-01-01"
34167,"JoAnna","Baez","Technique Leader","1994-05-02","9999-01-01"
34168,"Jiakeng","Perko","Engineer","1996-04-30","2001-04-30"
34168,"Jiakeng","Perko","Senior Engineer","2001-04-30","9999-01-01"
34171,"Kristof","Genin","Senior Staff","1995-04-18","9999-01-01"
34171,"Kristof","Genin","Staff","1990-04-18","1995-04-18"
34173,"Margareta","Manders","Engineer","1998-01-02","9999-01-01"
34176,"Waiman","Plessier","Engineer","1988-08-01","1995-08-02"
34176,"Waiman","Plessier","Senior Engineer","1995-08-02","9999-01-01"
34180,"Ger","McClure","Senior Engineer","1991-08-28","9999-01-01"
34183,"Gurbir","Birta","Engineer","1992-12-21","2000-12-21"
34183,"Gurbir","Birta","Senior Engineer","2000-12-21","9999-01-01"
34184,"Shiv","Klassen","Senior Engineer","2000-01-17","9999-01-01"
34193,"Lobel","Fargier","Engineer","1999-03-12","9999-01-01"
34195,"Edwin","Schapiro","Staff","1993-10-31","1996-05-28"
34198,"Kazuhiko","Cummings","Engineer","1992-11-23","1999-11-24"
34198,"Kazuhiko","Cummings","Senior Engineer","1999-11-24","9999-01-01"
34202,"Rafail","Stroustrup","Senior Engineer","1986-01-10","1989-07-18"
34203,"Pragnesh","Tramer","Senior Staff","1985-09-07","9999-01-01"
34205,"Boriana","Clemencon","Senior Staff","1994-09-12","9999-01-01"
34207,"Pohua","Bernardeschi","Engineer","1988-11-21","1994-11-21"
34207,"Pohua","Bernardeschi","Senior Engineer","1994-11-21","9999-01-01"
34208,"Rosine","Tsunoo","Engineer","1986-12-08","1991-12-08"
34208,"Rosine","Tsunoo","Senior Engineer","1991-12-08","9999-01-01"
34210,"Xiaopeng","Zolotykh","Technique Leader","1996-08-26","1996-11-14"
34211,"Shigehiro","Geffroy","Engineer","1993-01-06","2002-01-06"
34211,"Shigehiro","Geffroy","Senior Engineer","2002-01-06","9999-01-01"
34212,"Adly","Salverda","Engineer","1985-05-18","1986-08-08"
34215,"Otilia","Pietrzykowski","Senior Staff","1993-02-14","9999-01-01"
34223,"Elrique","Skogmar","Senior Staff","2002-03-30","9999-01-01"
34223,"Elrique","Skogmar","Staff","1997-03-30","2002-03-30"
34231,"Sachar","Emiris","Assistant Engineer","1985-11-18","1993-11-18"
34231,"Sachar","Emiris","Engineer","1993-11-18","2001-11-18"
34231,"Sachar","Emiris","Senior Engineer","2001-11-18","9999-01-01"
34234,"Maia","Menhoudj","Engineer","1997-01-31","2002-01-31"
34234,"Maia","Menhoudj","Senior Engineer","2002-01-31","9999-01-01"
34236,"Kazuhiro","Lamparter","Senior Engineer","1992-07-10","9999-01-01"
34241,"Remco","Ariola","Senior Staff","1996-09-27","9999-01-01"
34242,"Torsten","Christianini","Staff","1996-01-04","9999-01-01"
34245,"Yonghoan","Gammage","Engineer","1996-06-22","9999-01-01"
34248,"Perry","Verhoeff","Senior Staff","2000-05-26","9999-01-01"
34248,"Perry","Verhoeff","Staff","1995-05-27","2000-05-26"
34254,"Moon","Marletta","Senior Engineer","1993-12-03","9999-01-01"
34255,"Kazuhito","Trachtenberg","Engineer","1990-09-13","1995-05-11"
34256,"Nishit","Francisci","Senior Staff","1997-10-06","9999-01-01"
34256,"Nishit","Francisci","Staff","1991-10-07","1997-10-06"
34257,"Xiaoqiang","Roisin","Engineer","1994-10-11","2000-10-10"
34257,"Xiaoqiang","Roisin","Senior Engineer","2000-10-10","9999-01-01"
34258,"Anestis","Talmor","Senior Staff","1992-09-19","9999-01-01"
34258,"Anestis","Talmor","Staff","1987-09-20","1992-09-19"
34259,"Toshiki","Lamparter","Senior Staff","1999-11-24","9999-01-01"
34259,"Toshiki","Lamparter","Staff","1990-11-24","1999-11-24"
34262,"Noritoshi","Showalter","Staff","1991-12-25","1993-06-12"
34265,"Mihalis","Tsunoo","Senior Staff","2001-05-20","9999-01-01"
34265,"Mihalis","Tsunoo","Staff","1995-05-21","2001-05-20"
34268,"Soenke","Kitai","Engineer","2000-01-28","9999-01-01"
34272,"Krisda","Fraisse","Engineer","1993-03-04","1998-03-04"
34272,"Krisda","Fraisse","Senior Engineer","1998-03-04","2000-03-06"
34277,"Vatsa","Weedman","Technique Leader","1993-06-12","9999-01-01"
34279,"Alagu","Nitsch","Engineer","1993-09-22","1998-09-22"
34279,"Alagu","Nitsch","Senior Engineer","1998-09-22","9999-01-01"
34285,"Juichirou","Rande","Senior Engineer","1998-06-22","9999-01-01"
34290,"Naftaly","Vieth","Senior Staff","1997-11-23","9999-01-01"
34290,"Naftaly","Vieth","Staff","1992-11-23","1997-11-23"
34297,"Mingsen","Karcich","Assistant Engineer","1997-07-22","1997-12-20"
34299,"Nevio","Beidas","Engineer","1998-07-09","2001-12-13"
34304,"Arvind","Gulik","Senior Staff","2001-07-21","9999-01-01"
34304,"Arvind","Gulik","Staff","1995-07-22","2001-07-21"
34308,"Panayotis","Picco","Engineer","1990-11-02","1998-11-02"
34308,"Panayotis","Picco","Senior Engineer","1998-11-02","9999-01-01"
34320,"Bangqing","Puppe","Senior Staff","1994-04-02","9999-01-01"
34320,"Bangqing","Puppe","Staff","1989-04-02","1994-04-02"
34323,"Chikara","Pokrovskii","Engineer","1995-11-25","2000-11-24"
34323,"Chikara","Pokrovskii","Senior Engineer","2000-11-24","9999-01-01"
34327,"Toshiko","Baaz","Senior Staff","1999-08-04","9999-01-01"
34327,"Toshiko","Baaz","Staff","1991-08-04","1999-08-04"
34329,"Goo","Bernatsky","Engineer","1987-02-24","1995-02-24"
34329,"Goo","Bernatsky","Senior Engineer","1995-02-24","9999-01-01"
34333,"Jaihie","Luef","Senior Staff","1998-09-12","9999-01-01"
34333,"Jaihie","Luef","Staff","1990-09-12","1998-09-12"
34334,"Stafford","Veevers","Senior Engineer","1986-08-29","9999-01-01"
34336,"Honesty","Schurmann","Engineer","1994-07-07","2001-07-07"
34336,"Honesty","Schurmann","Senior Engineer","2001-07-07","9999-01-01"
34337,"Zhanqiu","Pokrovskii","Engineer","1990-11-05","1993-06-05"
34338,"Hairong","Emden","Engineer","1988-11-16","1996-11-16"
34338,"Hairong","Emden","Senior Engineer","1996-11-16","9999-01-01"
34339,"Rutger","Ladret","Staff","1995-11-15","9999-01-01"
34343,"Bodh","Rodiger","Engineer","1993-01-02","2001-01-02"
34343,"Bodh","Rodiger","Senior Engineer","2001-01-02","9999-01-01"
34344,"Gadiel","Basart","Senior Staff","1998-03-28","1999-01-27"
34344,"Gadiel","Basart","Staff","1993-03-28","1998-03-28"
34348,"Along","Klassen","Assistant Engineer","1988-08-02","1994-01-16"
34354,"Kristen","Acton","Senior Staff","1990-03-08","9999-01-01"
34354,"Kristen","Acton","Staff","1985-03-08","1990-03-08"
34358,"Jaihie","Dulin","Engineer","1998-01-09","9999-01-01"
34360,"Barry","Gargeya","Senior Staff","1990-07-14","9999-01-01"
34361,"Torsten","Kalorkoti","Senior Staff","1996-09-13","9999-01-01"
34364,"Seshu","Kugler","Engineer","1986-06-12","1994-06-12"
34364,"Seshu","Kugler","Senior Engineer","1994-06-12","1998-06-13"
34365,"Arie","Schiettecatte","Engineer","1991-07-13","2000-07-12"
34365,"Arie","Schiettecatte","Senior Engineer","2000-07-12","9999-01-01"
34368,"Wonhee","Ranon","Senior Staff","1993-05-29","9999-01-01"
34370,"Sampalli","Thorensen","Staff","1993-12-22","1998-03-25"
34371,"Vesna","Furudate","Engineer","1994-04-27","2001-04-27"
34371,"Vesna","Furudate","Senior Engineer","2001-04-27","9999-01-01"
34374,"Yurii","Furedi","Staff","1999-06-12","9999-01-01"
34375,"Jacopo","Matzov","Engineer","1990-02-19","1995-02-19"
34375,"Jacopo","Matzov","Senior Engineer","1995-02-19","9999-01-01"
34377,"Hidde","Menhoudj","Senior Engineer","1999-09-28","9999-01-01"
34382,"Kayoko","Ravishankar","Senior Staff","2001-02-06","9999-01-01"
34382,"Kayoko","Ravishankar","Staff","1994-02-06","2001-02-06"
34385,"Maja","Walston","Engineer","1999-06-02","9999-01-01"
34386,"Freyja","Berztiss","Senior Staff","1997-11-08","9999-01-01"
34386,"Freyja","Berztiss","Staff","1989-11-08","1997-11-08"
34388,"Kristina","Pena","Senior Engineer","1986-03-07","1993-03-20"
34391,"Abdelwaheb","Marrakchi","Staff","1989-06-22","1990-03-07"
34393,"Tooru","Domenig","Technique Leader","1997-02-15","9999-01-01"
34394,"Kristinn","Lally","Senior Staff","1990-03-06","9999-01-01"
34395,"Mads","Sessa","Staff","1997-10-10","2000-06-14"
34399,"Becky","Adachi","Staff","1998-05-31","9999-01-01"
34401,"Uno","Lanteri","Engineer","1987-09-22","1996-09-21"
34401,"Uno","Lanteri","Senior Engineer","1996-09-21","9999-01-01"
34403,"Hilary","Gilg","Staff","1997-12-20","9999-01-01"
34406,"Yefim","Mitsuhashi","Senior Staff","1997-11-26","9999-01-01"
34406,"Yefim","Mitsuhashi","Staff","1988-11-26","1997-11-26"
34407,"Lucian","Lorch","Senior Staff","2002-06-18","9999-01-01"
34407,"Lucian","Lorch","Staff","1994-06-18","2002-06-18"
34412,"Christ","Itzigehl","Senior Staff","1995-06-05","9999-01-01"
34416,"Ghassan","Murtha","Staff","1988-11-22","1990-03-28"
34417,"Gio","Flexer","Staff","1998-11-25","9999-01-01"
34425,"Krisda","Liedekerke","Engineer","2000-01-18","9999-01-01"
34426,"Juyoung","Malinowski","Staff","1997-09-10","9999-01-01"
34432,"Sachin","Bojadziev","Senior Engineer","1989-11-09","9999-01-01"
34433,"Kien","Gyorkos","Assistant Engineer","1992-03-26","1997-03-26"
34433,"Kien","Gyorkos","Engineer","1997-03-26","2000-04-03"
34435,"Genki","McConalogue","Senior Engineer","1992-11-18","9999-01-01"
34436,"Nikolaus","dAstous","Technique Leader","1991-05-16","9999-01-01"
34437,"Yuichiro","Constantine","Assistant Engineer","1992-06-20","1998-06-20"
34437,"Yuichiro","Constantine","Engineer","1998-06-20","9999-01-01"
34443,"Guiseppe","Serre","Assistant Engineer","1989-03-21","1996-03-21"
34443,"Guiseppe","Serre","Engineer","1996-03-21","9999-01-01"
34444,"Sailaja","Alpin","Engineer","1999-07-06","9999-01-01"
34447,"Almudena","Llado","Senior Staff","1996-04-15","9999-01-01"
34447,"Almudena","Llado","Staff","1989-04-15","1996-04-15"
34449,"Taizo","Peha","Senior Staff","1993-05-20","2001-02-24"
34449,"Taizo","Peha","Staff","1988-05-20","1993-05-20"
34450,"Vitali","Penttonen","Staff","1999-08-10","9999-01-01"
34456,"Fumitake","Baby","Senior Engineer","1995-02-25","9999-01-01"
34462,"Jaana","Barriga","Engineer","1990-12-26","1999-12-26"
34462,"Jaana","Barriga","Senior Engineer","1999-12-26","9999-01-01"
34470,"Heeju","Woycyznski","Engineer","1995-01-14","2002-01-14"
34470,"Heeju","Woycyznski","Senior Engineer","2002-01-14","9999-01-01"
34479,"Uri","Stemann","Engineer","1991-03-07","2000-03-06"
34479,"Uri","Stemann","Senior Engineer","2000-03-06","9999-01-01"
34482,"Jouko","Lortz","Senior Staff","1994-05-19","9999-01-01"
34482,"Jouko","Lortz","Staff","1985-05-19","1994-05-19"
34489,"Yaghout","Krychniak","Senior Staff","1996-10-26","9999-01-01"
34489,"Yaghout","Krychniak","Staff","1988-10-26","1996-10-26"
34491,"Sudhanshu","Bugrara","Senior Engineer","1990-07-08","2001-12-03"
34502,"Howell","Maierhofer","Senior Staff","1999-08-27","9999-01-01"
34502,"Howell","Maierhofer","Staff","1990-08-27","1999-08-27"
34503,"Huican","Millington","Engineer","1996-01-05","2001-01-04"
34503,"Huican","Millington","Senior Engineer","2001-01-04","9999-01-01"
34507,"Eishiro","Etalle","Staff","1987-09-29","1991-05-11"
34516,"Florina","Champarnaud","Senior Engineer","1992-06-26","9999-01-01"
34517,"Tsuneo","Majewski","Senior Engineer","1989-03-20","1990-07-19"
34519,"Georg","Steenbeek","Senior Staff","1995-02-17","9999-01-01"
34519,"Georg","Steenbeek","Staff","1990-02-17","1995-02-17"
34522,"Sibyl","Rijckaert","Senior Engineer","1990-12-03","9999-01-01"
34527,"Rimon","Tsunoo","Engineer","1991-04-03","1996-04-02"
34527,"Rimon","Tsunoo","Senior Engineer","1996-04-02","9999-01-01"
34536,"Danil","Narahari","Senior Engineer","1987-06-07","9999-01-01"
34538,"Pranjal","Rossi","Engineer","1986-02-23","1993-02-23"
34538,"Pranjal","Rossi","Senior Engineer","1993-02-23","9999-01-01"
34539,"Taiji","Oskamp","Senior Staff","1998-09-14","2000-01-03"
34540,"Vasilis","Kranzdorf","Engineer","1991-11-11","1998-11-11"
34540,"Vasilis","Kranzdorf","Senior Engineer","1998-11-11","9999-01-01"
34543,"Aris","Fordan","Engineer","1995-01-18","2002-01-18"
34543,"Aris","Fordan","Senior Engineer","2002-01-18","9999-01-01"
34548,"Weiru","Kalefeld","Senior Staff","1999-01-06","9999-01-01"
34548,"Weiru","Kalefeld","Staff","1992-01-06","1999-01-06"
34550,"Szabolcs","Borstler","Senior Staff","1993-11-03","9999-01-01"
34550,"Szabolcs","Borstler","Staff","1985-11-03","1993-11-03"
34552,"Souichi","Llado","Senior Staff","1995-04-04","9999-01-01"
34552,"Souichi","Llado","Staff","1988-04-03","1995-04-04"
34556,"Shigehito","Huxford","Senior Staff","2001-09-05","9999-01-01"
34556,"Shigehito","Huxford","Staff","1994-09-05","2001-09-05"
34557,"Junsik","Alvarado","Engineer","1995-08-09","2001-08-08"
34557,"Junsik","Alvarado","Senior Engineer","2001-08-08","9999-01-01"
34558,"Zhonghui","Feinberg","Staff","1997-12-03","9999-01-01"
34560,"Weiye","Isaac","Senior Staff","1996-11-13","9999-01-01"
34560,"Weiye","Isaac","Staff","1991-11-14","1996-11-13"
34563,"Jessie","Kitsuregawa","Senior Staff","1987-04-04","1999-10-21"
34564,"Shao","Suomi","Technique Leader","1988-09-15","9999-01-01"
34570,"Chanjung","Aloisi","Senior Staff","1994-10-02","9999-01-01"
34570,"Chanjung","Aloisi","Staff","1989-10-02","1994-10-02"
